onehotencoder__x0_C (all),onehotencoder__x0_FV,onehotencoder__x0_RH,onehotencoder__x0_RL,onehotencoder__x0_RM,onehotencoder__x1_Grvl,onehotencoder__x1_Pave,onehotencoder__x2_IR1,onehotencoder__x2_IR2,onehotencoder__x2_IR3,onehotencoder__x2_Reg,onehotencoder__x3_Bnk,onehotencoder__x3_HLS,onehotencoder__x3_Low,onehotencoder__x3_Lvl,onehotencoder__x4_AllPub,onehotencoder__x4_NoSeWa,onehotencoder__x5_Corner,onehotencoder__x5_CulDSac,onehotencoder__x5_FR2,onehotencoder__x5_FR3,onehotencoder__x5_Inside,onehotencoder__x6_Gtl,onehotencoder__x6_Mod,onehotencoder__x6_Sev,onehotencoder__x7_Blmngtn,onehotencoder__x7_Blueste,onehotencoder__x7_BrDale,onehotencoder__x7_BrkSide,onehotencoder__x7_ClearCr,onehotencoder__x7_CollgCr,onehotencoder__x7_Crawfor,onehotencoder__x7_Edwards,onehotencoder__x7_Gilbert,onehotencoder__x7_IDOTRR,onehotencoder__x7_MeadowV,onehotencoder__x7_Mitchel,onehotencoder__x7_NAmes,onehotencoder__x7_NPkVill,onehotencoder__x7_NWAmes,onehotencoder__x7_NoRidge,onehotencoder__x7_NridgHt,onehotencoder__x7_OldTown,onehotencoder__x7_SWISU,onehotencoder__x7_Sawyer,onehotencoder__x7_SawyerW,onehotencoder__x7_Somerst,onehotencoder__x7_StoneBr,onehotencoder__x7_Timber,onehotencoder__x7_Veenker,onehotencoder__x8_Artery,onehotencoder__x8_Feedr,onehotencoder__x8_Norm,onehotencoder__x8_PosA,onehotencoder__x8_PosN,onehotencoder__x8_RRAe,onehotencoder__x8_RRAn,onehotencoder__x8_RRNe,onehotencoder__x8_RRNn,onehotencoder__x9_Artery,onehotencoder__x9_Feedr,onehotencoder__x9_Norm,onehotencoder__x9_PosA,onehotencoder__x9_PosN,onehotencoder__x9_RRAe,onehotencoder__x9_RRAn,onehotencoder__x9_RRNn,onehotencoder__x10_1Fam,onehotencoder__x10_2fmCon,onehotencoder__x10_Duplex,onehotencoder__x10_Twnhs,onehotencoder__x10_TwnhsE,onehotencoder__x11_1.5Fin,onehotencoder__x11_1.5Unf,onehotencoder__x11_1Story,onehotencoder__x11_2.5Fin,onehotencoder__x11_2.5Unf,onehotencoder__x11_2Story,onehotencoder__x11_SFoyer,onehotencoder__x11_SLvl,onehotencoder__x12_Flat,onehotencoder__x12_Gable,onehotencoder__x12_Gambrel,onehotencoder__x12_Hip,onehotencoder__x12_Mansard,onehotencoder__x12_Shed,onehotencoder__x13_ClyTile,onehotencoder__x13_CompShg,onehotencoder__x13_Membran,onehotencoder__x13_Metal,onehotencoder__x13_Roll,onehotencoder__x13_Tar&Grv,onehotencoder__x13_WdShake,onehotencoder__x13_WdShngl,onehotencoder__x14_AsbShng,onehotencoder__x14_AsphShn,onehotencoder__x14_BrkComm,onehotencoder__x14_BrkFace,onehotencoder__x14_CBlock,onehotencoder__x14_CemntBd,onehotencoder__x14_HdBoard,onehotencoder__x14_ImStucc,onehotencoder__x14_MetalSd,onehotencoder__x14_Plywood,onehotencoder__x14_Stone,onehotencoder__x14_Stucco,onehotencoder__x14_VinylSd,onehotencoder__x14_Wd Sdng,onehotencoder__x14_WdShing,onehotencoder__x15_AsbShng,onehotencoder__x15_AsphShn,onehotencoder__x15_Brk Cmn,onehotencoder__x15_BrkFace,onehotencoder__x15_CBlock,onehotencoder__x15_CmentBd,onehotencoder__x15_HdBoard,onehotencoder__x15_ImStucc,onehotencoder__x15_MetalSd,onehotencoder__x15_Other,onehotencoder__x15_Plywood,onehotencoder__x15_Stone,onehotencoder__x15_Stucco,onehotencoder__x15_VinylSd,onehotencoder__x15_Wd Sdng,onehotencoder__x15_Wd Shng,onehotencoder__x16_BrkTil,onehotencoder__x16_CBlock,onehotencoder__x16_PConc,onehotencoder__x16_Slab,onehotencoder__x16_Stone,onehotencoder__x16_Wood,onehotencoder__x17_Floor,onehotencoder__x17_GasA,onehotencoder__x17_GasW,onehotencoder__x17_Grav,onehotencoder__x17_OthW,onehotencoder__x17_Wall,onehotencoder__x18_N,onehotencoder__x18_Y,onehotencoder__x19_COD,onehotencoder__x19_CWD,onehotencoder__x19_Con,onehotencoder__x19_ConLD,onehotencoder__x19_ConLI,onehotencoder__x19_ConLw,onehotencoder__x19_New,onehotencoder__x19_Oth,onehotencoder__x19_WD,onehotencoder__x20_Abnorml,onehotencoder__x20_AdjLand,onehotencoder__x20_Alloca,onehotencoder__x20_Family,onehotencoder__x20_Normal,onehotencoder__x20_Partial,onehotencoder__x21_N,onehotencoder__x21_P,onehotencoder__x21_Y,onehotencoder__x22_20,onehotencoder__x22_30,onehotencoder__x22_40,onehotencoder__x22_45,onehotencoder__x22_50,onehotencoder__x22_60,onehotencoder__x22_70,onehotencoder__x22_75,onehotencoder__x22_80,onehotencoder__x22_85,onehotencoder__x22_90,onehotencoder__x22_120,onehotencoder__x22_160,onehotencoder__x22_180,onehotencoder__x22_190,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06183252569702102,6.0,4.0,0.8975277748370308,0.7087857249798112,2.0,4.0,-0.9613804718365634,-0.3104888215358916,0.8251160722868981,-0.29505931127178203,2.0,-0.550297816964081,1.3791476332315418,-0.10444602030968324,0.7092333731415368,-0.8163190067289032,-0.2480526434945926,0.7864977815844104,1.2355371733137028,1.4065791575286473,-0.21536641104739943,2.0,2.2028203815330065,6.0,0.5834741817904613,0.32441175110861503,-0.17974882817035204,-0.06116144558103212,-0.7108920610439188,-0.35766809754331913,-0.09904340580313292,-0.2668384309722375,-0.06937701733607195,-0.09788953208526031,0.24067699664914227,-1.36559954384199,208500
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017372458974467528,7.0,4.0,1.2024836491287463,1.0978446096682914,2.0,4.0,-0.918642228629144,-0.3104888215358916,0.6370394005391015,-0.4364684719545639,0.0,-0.7786657998752184,1.3139420344334354,-0.10444602030968324,0.4836289231619083,-0.8163190067289032,-0.2480526434945926,0.7864977815844104,1.2355371733137028,0.14448618211663874,-0.21536641104739943,2.0,0.30780150112329907,6.0,-0.9573801174081212,0.32441175110861503,0.5002054825773421,0.3766183654605848,0.9157060982051679,-0.35766809754331913,-0.09904340580313292,-0.2668384309722375,-0.06937701733607195,-0.09788953208526031,-0.8574118005625694,0.8902884957160165,181500
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8427549891479212,6.0,4.0,0.9314117608694437,0.7574180855658712,2.0,4.0,0.1284447299526308,-0.3104888215358916,-1.0556506451910677,-1.024200296042376,0.0,-1.3927219317029438,0.6758586747662532,-0.10444602030968324,-0.5029125699693483,1.1015615102295773,-0.2480526434945926,0.7864977815844104,1.2355371733137028,-1.1176067932953697,-0.21536641104739943,2.0,-1.5872173792864084,6.0,-0.9573801174081212,0.32441175110861503,-0.03635710277457979,-0.7695687761756487,0.03269566889852087,-0.35766809754331913,-0.09904340580313292,-0.2668384309722375,-0.06937701733607195,-0.09788953208526031,-1.22344139963314,0.13832581586334775,223500
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17935084749004443,4.0,6.0,0.1859640681563616,1.1464769702543516,3.0,4.0,0.17545679748079213,0.546584721769696,-0.4421624540137312,-0.052012316348250674,4.0,-0.3371543662470193,-0.7866097554198439,-0.10444602030968324,-0.9082358190852909,-0.8163190067289032,-0.2480526434945926,0.7864977815844104,-0.7529966709801622,0.14448618211663874,-0.21536641104739943,2.0,-0.9555444191498392,6.0,-0.9573801174081212,0.32441175110861503,0.06540476686112955,-0.7695687761756487,-0.7108920610439188,-0.35766809754331913,-0.09904340580313292,5.349993180173045,-0.06937701733607195,-0.09788953208526031,0.9727361947902834,0.8902884957160165,140000
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17595389857191676,8.0,4.0,1.1008316910315077,1.0005798884961714,2.0,4.0,1.5388067557974703,-0.3104888215358916,-0.6033710297975569,0.8804043369038422,0.0,0.7336377314029809,0.9879140404429044,-0.10444602030968324,1.3554562891848791,1.1015615102295773,-0.2480526434945926,0.7864977815844104,1.2355371733137028,1.4065791575286473,-0.21536641104739943,0.0,2.2028203815330065,6.0,0.5834741817904613,1.6613021125320206,1.2402918072006828,0.6950036825817608,-0.7108920610439188,-0.35766809754331913,-0.09904340580313292,-0.2668384309722375,-0.06937701733607195,-0.09788953208526031,-0.1253526024214283,0.8902884957160165,250000
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19533648945770413,7.0,4.0,1.270251621193572,1.1951093308404117,2.0,4.0,1.0387693102706637,-0.3104888215358916,-0.4421624540137312,0.5224623989255507,0.0,0.35809927061577707,-0.7866097554198439,-0.10444602030968324,-0.3843746386241198,1.1015615102295773,-0.2480526434945926,0.7864977815844104,-0.7529966709801622,0.14448618211663874,-0.21536641104739943,2.0,-0.3238714590132701,6.0,-0.9573801174081212,0.32441175110861503,0.3799414548260493,0.30498166910832025,1.0241459754884403,-0.35766809754331913,-0.09904340580313292,-0.2668384309722375,-0.06937701733607195,-0.09788953208526031,0.9727361947902834,0.8902884957160165,143000
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5662033831074087,5.0,4.0,0.15208008212394877,-0.40975856849956976,3.0,4.0,-0.7049510125920471,-0.3104888215358916,0.8878082962028302,0.03194937280715106,4.0,-0.545222972899389,-0.7866097554198439,-0.10444602030968324,-1.065011792799948,-0.8163190067289032,-0.2480526434945926,0.7864977815844104,-0.7529966709801622,-1.1176067932953697,-0.21536641104739943,3.0,-0.9555444191498392,6.0,0.5834741817904613,0.32441175110861503,-0.13811897241028911,-0.7695687761756487,2.464847202251917,-0.35766809754331913,-0.09904340580313292,-0.2668384309722375,-0.06937701733607195,-0.09788953208526031,-1.5894709987037106,-0.613636863989321,307000
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14985346678144715,5.0,5.0,-0.25452775026500507,-0.9933468955322903,3.0,2.0,0.24383798661266312,-0.3104888215358916,0.0034001373887868323,0.1402157614549059,4.0,0.6905015568530994,-0.7866097554198439,-0.10444602030968324,-0.13391546110436278,-0.8163190067289032,-0.2480526434945926,-1.019795999942033,1.2355371733137028,0.14448618211663874,-0.21536641104739943,3.0,0.30780150112329907,6.0,0.5834741817904613,0.32441175110861503,0.810116631013366,0.6631651508696432,-0.7108920610439188,-0.35766809754331913,-0.09904340580313292,-0.2668384309722375,-0.06937701733607195,-0.09788953208526031,0.6067065957197129,0.8902884957160165,200000
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2688465891782139,8.0,4.0,1.2024836491287463,1.1464769702543516,0.0,4.0,1.6755691340612122,-0.3104888215358916,-0.2182616543139734,1.4018506169216003,0.0,1.3324693310366305,-0.7866097554198439,-0.10444602030968324,0.34979577486890834,1.1015615102295773,-0.2480526434945926,0.7864977815844104,-0.7529966709801622,0.14448618211663874,-0.21536641104739943,0.0,0.9394744612598682,6.0,0.5834741817904613,1.6613021125320206,1.379057993067559,1.8332311912899648,0.28055824554600073,-0.35766809754331913,-0.09904340580313292,-0.2668384309722375,-0.06937701733607195,-0.09788953208526031,-1.5894709987037106,0.8902884957160165,129900
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26627277568919394,5.0,7.0,-0.08510782010294096,1.0005798884961714,3.0,4.0,-0.023276033433707995,2.498807792632423,-0.9996754452661282,-0.08294557024760921,2.0,-0.3726782746998629,-0.7866097554198439,-0.10444602030968324,-0.9350024487438909,1.1015615102295773,-0.2480526434945926,-1.019795999942033,-0.7529966709801622,0.14448618211663874,-0.21536641104739943,2.0,-0.9555444191498392,6.0,-0.9573801174081212,0.32441175110861503,-0.13811897241028911,0.5915284545173786,0.03269566889852087,-0.35766809754331913,-0.09904340580313292,-0.2668384309722375,-0.06937701733607195,-0.09788953208526031,0.24067699664914227,0.8902884957160165,118000
